pk_user,fk_direct_manager,job_title,effective_start_date,effective_end_date
1484553,2815697,Sr. Sales Operations Manager,2020-09-08,2020-09-11
1484553,2815697,"Senior Manager, Sales",2022-12-18,2022-12-22
1484553,12370063,"Senior Manager, Business Operations",2023-01-16,2023-01-25
1484553,24997388,"Senior Manager, Business Operations",2023-05-05,2023-05-28
1484553,15719052,"Senior Manager, Business Operations",2024-08-27,2024-08-28
1484553,24997388,"Senior Manager, Business Operations",2024-10-11,2024-10-17
1484553,,"Senior Manager, Business Operations",2025-04-16,2025-04-18
1484553,,"Senior Manager, Business Operations",2025-06-03,2025-06-04
1577886,67036,"VP, Product Strategy",2020-09-08,2021-05-10
1577886,67036,"SVP, Corporate Strategy",2021-06-16,2021-07-02
1577886,,"SVP, Corporate Strategy",2022-12-11,2022-12-22
1577886,,"SVP, Corporate Strategy",2025-04-16,2025-04-18
1622455,,,2013-04-10,2013-09-22
1696955,2937837,,2012-07-13,2012-10-18
1696955,4065764,,2013-09-22,2014-12-10
1696955,3175514,,2015-01-14,2015-04-30
1696955,,,2015-04-30,2021-09-16
1716895,2747135,,2015-01-28,2015-06-12
1716895,1241736,,2016-03-02,2016-07-27
1716895,138744,,2017-09-28,2017-10-19
1716895,10488778,,2018-11-28,2019-05-10
1716895,138744,,2020-02-29,2020-06-10
1716895,138744,Principal Engineer- IC,2020-09-08,2020-09-11
1716895,10488778,Principal Engineer- IC,2022-02-16,2022-08-17
1716895,22686014,Principal Engineer- IC,2022-08-17,2022-09-09
1716895,1377756,Principal Engineer- IC,2022-09-09,2022-09-14
1716895,22686014,Principal Engineer- IC,2022-09-14,2022-10-21
1716895,22686014,Product Principal,2023-01-08,2023-01-16
1716895,22686014,Principal Engineer,2023-01-16,2023-01-30
1826135,2739566,,2012-05-25,2012-10-18
1826135,4334720,,2013-09-22,2014-12-10
1826135,1885215,,2015-07-26,2016-03-06
1826135,6538527,,2016-03-06,2016-07-27
1826135,696655,,2019-01-12,2019-06-02
1826135,2937837,,2019-06-02,2019-12-07
1826135,12370063,,2019-12-07,2019-12-23
1826135,4065764,,2019-12-23,2020-01-08
1826135,12370063,,2020-01-08,2020-05-12
1826135,2815697,,2020-05-12,2020-07-29
1826135,2815697,"Sr. Manager, RFP & Sales Enablement",2020-09-08,2020-09-11
1826135,2815697,"Director, RFP & Enablement",2021-06-03,2021-09-23
1826135,2815697,"Director, Salesxxx",2022-12-18,2022-12-22
1826135,2815697,"Director, Sales",2023-01-08,2023-01-16
1826135,12370063,"Director, RFP & Enablement",2023-01-16,2023-01-25
1826135,12370063,"Director, RFP and Enablement",2023-02-03,2023-05-05
1826135,4065764,"Director, RFP and Enablement",2023-05-05,2023-05-28
1826135,7089735,"Director, RFP and Enablement",2024-10-11,2024-10-17
1833695,653315,,2013-09-22,2014-12-10
1833695,2739568,,2014-12-18,2015-02-25
1833695,2937837,,2015-02-25,2015-03-01
1833695,653315,,2015-03-01,2015-06-27
1833695,4826120,,2017-02-08,2017-05-16
1833695,,,2019-01-05,2023-07-28
1885215,4334720,,2014-12-25,2015-10-29
1885215,6115015,,2015-10-29,2016-07-27
1885215,67036,,2016-09-03,2017-05-16
1885215,9484236,,2018-04-13,2019-04-19
1885215,67036,,2019-04-19,2020-04-03
1885215,8994194,,2020-06-06,2020-09-08
1885215,8994194,"VP, Corporate Social Responsibility",2020-09-08,2020-09-11
1885215,15975969,"VP, Corporate Social Responsibility",2022-10-29,2022-11-11
1885215,15975969,"VP, Environmental, Social, and Governance (ESG)",2023-01-16,2023-03-26
1885215,,"VP, Environmental, Social, and Governance (ESG)",2023-05-05,2023-07-28
1905695,3139985,,2015-01-10,2016-04-20
1905695,,,2019-04-16,2023-07-28
1905696,2937837,,2012-07-13,2012-10-18
1905696,4065764,,2013-09-22,2014-12-10
1905696,12722790,,2020-03-19,2020-07-29
1905696,12722790,Enterprise Sales Executive,2020-09-08,2020-09-11
1905696,12722790,Sr Enterprise Sales Executive,2021-09-04,2021-09-23
1905696,12722790,Sales Director,2022-12-18,2022-12-22
1905696,12722790,Senior Enterprise Sales Executive,2023-01-16,2023-05-05
1905697,7957998,,2017-04-09,2017-05-16
1905697,69005,,2018-09-12,2019-06-26
1905697,11314242,,2019-06-26,2020-02-08
1905697,11314242,Head of Product Innovation Labs,2020-09-08,2020-09-11
1905697,11314242,"Sr. Director, Product Management",2020-09-19,2021-05-10
1905697,,"Sr. Director, Product Management",2021-08-04,2023-07-28
1905698,5959897,,2020-04-17,2020-06-10
1905698,12367737,,2020-09-02,2020-09-08
1905698,12367737,Product Researcher,2020-09-08,2020-09-11
1905698,13832494,Product Researcher,2022-01-16,2022-10-21
1905698,13832494,Senior Product Manager,2022-12-18,2022-12-22
1905698,13832494,Senior Product Researcher,2023-01-16,2023-01-30
1905698,27729450,Senior Product Researcher,2024-02-20,2024-02-27
1905698,13832494,Senior Product Researcher,2024-10-17,2024-10-18
1905698,,Senior Product Researcher,2025-04-16,2025-04-18
1909255,,,2013-09-22,2013-10-29
1996254,5984224,,2016-06-10,2016-07-27
1996254,7957998,,2017-04-09,2017-05-16
1996254,8242938,,2017-06-20,2017-08-05
1996254,7957998,,2017-11-08,2018-03-16
1996254,8242938,,2018-03-16,2018-05-17
1996254,6538527,,2018-07-14,2019-01-12
1996254,696655,,2019-01-12,2019-06-02
1996254,2937837,,2019-06-02,2020-01-29
1996254,12370063,,2020-01-29,2020-02-08
1996254,,,2020-02-12,2023-07-28
2004855,,,2013-05-21,2013-09-22
2004858,3558027,,2013-08-04,2013-09-22
2004858,1069675,,2015-01-10,2015-05-30
2004858,,,2017-04-09,2023-07-28
2031635,3232080,,2013-05-21,2013-09-22
2031635,696655,,2014-09-11,2014-12-10
2031635,387093,,2015-01-19,2015-06-27
2031635,4771793,,2015-11-07,2016-06-05
2031635,4065764,,2016-06-05,2016-07-27
2031635,9774140,,2019-01-10,2019-10-27
2031635,,,2019-10-27,2023-07-28
2041757,3558027,,2013-08-04,2013-09-22
2041757,3558024,,2014-07-30,2014-12-10
2041757,,,2018-12-18,2023-07-28
2045015,11204444,,2020-03-04,2020-06-10
2045015,11204444,Information Architect,2020-09-08,2020-09-11
2045015,11204444,"Senior Manager, Technology",2022-12-18,2022-12-22
2045015,11204444,"Senior Manager, Architecture",2023-01-16,2023-05-05
2045015,11900817,"Senior Manager, Architecture",2024-01-04,2024-01-11
2045015,11900817,"Director, Architecture",2024-06-26,2024-08-27
2045015,,"Director, Architecture",2025-04-16,2025-04-18
2045015,11204444,"Director, Architecture",2025-06-05,2025-06-06
2067255,2825988,,2013-09-22,2014-12-10
2067255,12206952,,2019-10-25,2020-02-08
2067255,12206952,Accounts Payable Administrator- USA,2020-09-08,2020-09-11
2067255,12206952,Finance Specialist,2021-04-08,2021-05-10
2067255,12206952,Senior Finance Associate/Specialist,2022-12-18,2022-12-22
2067255,12206952,Junior Financial Analyst,2023-01-16,2023-05-05
2067255,12206952,Financial Analyst,2023-08-29,2023-09-28
2067255,,Financial Analyst,2025-04-16,2025-04-18
2092855,4334720,,2013-09-22,2014-12-10
2092855,6115015,,2015-10-29,2016-07-27
2092855,1885215,,2016-09-03,2017-08-05
2092855,9484236,,2018-04-13,2019-04-19
2092855,67036,,2019-04-19,2020-04-03
2092855,12755205,,2020-04-03,2020-09-08
2092855,12755205,"VP, Brand Strategy",2020-09-08,2020-09-11
2092855,15719052,"VP, Brand Strategy",2021-11-04,2021-11-06
2092855,8994194,"VP, Brand Strategy",2022-09-04,2022-09-09
2092855,8994194,"VP, Global Human Resources",2022-09-09,2022-10-21
2092855,67049,"VP, Global Human Resources",2022-10-29,2022-11-11
2092855,67049,"VP, Global Workplace Experience Design",2023-01-16,2023-01-19
2092855,67049,"Vice President, Global Workplace Experience Design",2023-02-03,2023-02-18
2092855,,"Vice President, Global Workplace Experience Design",2024-11-01,
2092856,2092855,,2013-01-30,2013-04-10
2092856,4334720,,2013-09-22,2014-12-10
2092856,6115015,,2015-10-29,2016-02-25
2092856,6380465,,2016-02-25,2016-04-28
2092856,1885215,,2017-05-07,2017-07-07
2092856,8223593,,2017-07-07,2017-08-05
2092856,9484236,,2019-04-02,2019-04-05
2092856,8223593,,2019-04-05,2019-04-19
2092856,1885215,,2019-04-19,2020-01-18
2092856,12535464,,2020-01-18,2020-09-08
2092856,12535464,"Sr. Director, New Customer Acquisition",2020-09-08,2020-09-11
2092856,,"Sr. Director, New Customer Acquisition",2021-08-04,2023-07-28
2100315,1905698,,2013-09-22,2014-12-10
2100315,5216601,,2015-01-10,2016-07-27
2100315,1029355,,2017-06-20,2017-08-05
2100315,,,2018-11-08,2023-07-28
2114675,5684292,,2015-06-12,2016-04-13
2114675,3434373,,2016-04-13,2016-05-05
2114675,4801363,,2016-05-05,2016-07-27
2114675,,,2017-01-12,2023-07-28
2114676,1455316,,2013-09-22,2014-10-10
2114676,552432,,2014-10-10,2014-12-10
2114676,138744,,2017-09-28,2017-10-19
2114676,138744,Applications Architect,2020-09-08,2020-09-11
2114676,10488778,Applications Architect,2021-05-29,2021-06-16
2114676,12030499,Applications Architect,2022-05-24,2022-10-21
2114676,12030499,Product Principal,2022-12-18,2022-12-22
2114676,12030499,Principal Engineer,2023-01-16,2023-01-30
2114676,22056619,Principal Engineer,2023-05-28,2023-06-01
2114676,28861052,Principal Engineer,2024-09-10,2024-09-26
2114676,,Principal Engineer,2025-04-16,2025-04-18
2137235,3139985,,2015-01-10,2016-07-27
2137235,,,2017-08-03,2023-07-28
2143795,2815697,,2012-07-21,2012-10-18
2143795,387093,,2013-09-22,2014-12-10
2143795,4065764,,2015-01-19,2015-03-31
2143795,,,2016-02-25,2021-09-16
2143796,2815697,,2012-07-21,2012-10-18
2143796,3061943,,2015-03-08,2015-03-31
2143796,,,2016-05-17,2021-09-16
2143797,2291387,,2013-09-22,2014-09-11
2143797,,,2014-09-11,2021-09-16
2144675,2937837,,2012-07-13,2012-10-18
2144675,4093200,,2017-10-27,2019-01-03
2144675,4065764,,2019-01-10,2020-02-08
2144675,12722790,,2020-03-19,2020-07-29
2144675,12722790,Corporate Sales Director,2020-09-08,2020-09-11
2144675,12722790,Sales Director,2020-12-03,2021-05-10
2144675,12722790,Sr Enterprise Sales Executive,2022-02-10,2022-10-21
2144675,12722790,Sales Director,2022-12-18,2022-12-22
2144675,12722790,Senior Enterprise Sales Executive,2023-01-16,2023-05-05
2144675,4065764,Senior Enterprise Sales Executive,2024-11-26,2024-11-27
2144675,29239901,Senior Enterprise Sales Executive,2024-11-27,2024-11-28
2144675,,Senior Enterprise Sales Executive,2025-04-16,2025-04-18
2169775,,,2012-05-03,2013-09-22
2169776,2674376,,2013-09-22,2014-10-10
2169776,,,2014-10-10,2023-07-28
2172175,,,2012-10-16,2013-09-22
2172176,,,2012-07-13,2013-09-22
2172179,,,2012-05-03,2013-09-22
2196275,,,2014-07-30,2023-07-28
2196276,3558027,,2013-08-04,2013-09-22
2196276,1069675,,2015-01-10,2015-09-01
2196276,,,2015-09-01,2023-07-28
2260755,585697,,2013-09-22,2014-12-10
2260755,585697,Delivery Lead,2020-09-08,2020-09-11
2260755,585697,Engineering Manager,2022-09-25,2022-10-21
2260755,585697,"Manager, Product",2022-12-18,2022-12-22
2260755,585697,"Manager, Engineering",2023-01-16,2023-05-05
2260755,15508085,"Manager, Engineering",2024-01-04,2024-01-11
2260755,,"Manager, Engineering",2025-08-05,
2260756,3232080,,2013-05-21,2013-09-22
2260756,696655,,2014-09-11,2014-12-10
2260756,387093,,2015-01-19,2015-06-27
2260756,4065764,,2015-11-07,2016-01-18
2260756,,,2016-01-18,2021-09-16
2260757,1905698,,2013-09-22,2014-12-10
2260757,5216601,,2015-01-10,2015-03-04
2260757,67054,,2017-11-04,2018-05-19
2260757,9573388,,2018-05-19,2020-06-10
2260757,9573388,Supply Chain Specialist- EUR,2020-09-08,2020-09-11
2260757,9573388,Supply Chain Manager,2020-10-25,2021-01-05
2260757,67054,Supply Chain Manager,2022-04-20,2022-04-24
2260757,67054,"Associate Manager, Operations",2022-12-18,2022-12-22
2260757,67054,"Associate Manager, Order Management",2023-01-16,2023-06-01
2260757,67054,"Manager, Order Management",2024-06-25,2024-06-26
2264435,2045015,,2013-02-24,2013-08-04
2264435,1241736,,2014-07-30,2014-10-10
2264435,585697,,2017-09-28,2017-10-19
2264435,138744,,2018-12-02,2019-02-05
2264435,3210114,,2019-02-05,2019-02-09
2264435,3210114,Sr. DevOps Engineer,2020-09-08,2020-09-11
2264435,3210114,Principal DevOps Engineer,2021-06-03,2021-06-16
2264435,3210114,Technology Principal,2022-12-18,2022-12-22
2264435,3210114,Principal Cloud Infrastructure Engineer,2023-01-16,2023-05-05
2271856,69005,,2017-10-04,2017-10-19
2271856,9497795,,2018-05-19,2019-05-01
2271856,138744,,2019-05-01,2020-06-10
2271856,138744,Delivery Lead,2020-09-08,2020-09-11
2271856,9497795,Delivery Lead,2022-04-09,2022-09-25
2271856,9497795,Engineering Manager,2022-09-25,2022-09-27
2271856,138744,Engineering Manager,2022-09-27,2022-10-21
2271856,22497914,Engineering Manager,2022-12-15,2022-12-18
2271856,22497914,"Senior Manager, Product",2022-12-18,2022-12-22
2271856,22497914,"Senior Manager, Engineering",2023-01-16,2023-05-05
2271856,,"Senior Manager, Engineering",2023-05-28,2023-07-28
2271857,138744,,2012-07-21,2012-10-18
2271857,2169776,,2013-09-22,2014-07-17
2271857,2264435,,2014-10-10,2014-12-10
2271857,7598475,,2017-09-28,2017-10-19
2271857,4334719,,2018-01-11,2019-08-25
2271857,,,2020-07-16,2023-07-28
2274255,67028,Finance Manager,2020-09-08,2020-09-11
2274255,14152772,Finance Manager,2020-12-15,2021-05-10
2274255,14152772,"Senior Manager, Finance",2022-12-18,2022-12-22
2274255,14152772,Senior Finance Manager,2023-01-16,2023-05-05
2274255,14152772,"Senior Manager, Finance",2023-11-07,2023-07-28
2274255,14152772,"Senior Manager, Financial Accounting",2024-06-26,2024-08-27
2274255,,"Senior Manager, Financial Accounting",2025-04-16,2025-04-18
2285095,138744,,2013-09-22,2014-08-01
2285095,4065762,,2014-08-01,2014-08-03
2285095,138744,,2014-08-03,2014-08-11
2285095,4065762,,2014-08-11,2014-12-10
2285095,,,2015-01-28,2023-07-28
2287275,,,2013-09-22,2023-07-28
2287276,,,2014-07-17,2021-09-16
2287277,2815697,,2012-07-21,2012-10-18
2287277,,,2013-08-04,2013-09-22
2287278,2825988,,2013-09-22,2014-12-10
2287278,2825988,Accountant,2020-09-08,2020-09-11
2287278,15809526,Accountant,2022-04-03,2022-10-24
2287278,15809526,Finance Manager,2022-12-18,2022-12-22
2287278,15809526,Accountant,2023-01-16,2023-05-05
2287278,15809526,Senior Tax Accountant,2024-06-26,2024-08-27
2287278,,Senior Tax Accountant,2025-04-16,2025-04-18
2287279,138744,,2013-09-22,2014-12-10
2287279,7598475,,2017-05-16,2017-08-05
2287279,138744,,2018-04-13,2018-11-28
2287279,10488778,,2018-11-28,2019-02-09
2287279,9497795,,2020-02-29,2020-06-10
2287279,9497795,Customer Launch and Support Team Lead,2020-09-08,2020-09-11
2287279,15729009,Customer Launch and Support Team Lead,2021-05-10,2021-05-12
2287279,9497795,Delivery Lead,2021-11-24,2022-05-05
2287279,20421439,Delivery Lead,2022-05-05,2022-09-25
2287279,20421439,Engineering Manager,2022-09-25,2022-10-21
2287279,20421439,"Manager, Product",2022-12-18,2022-12-22
2287279,20421439,"Manager, Engineering Support",2023-01-16,2023-05-05
2287279,,"Manager, Engineering Support",2025-04-16,2025-04-18
2287279,,"Manager, Engineering Support",2025-08-05,
2291387,,,2015-01-22,2021-09-16
2563555,67033,Practice Leader & Strategist,2020-09-08,2020-09-11
2563555,4771793,Practice Leader & Strategist,2022-10-29,2022-11-11
2563555,4771793,VP and Practice Leader,2023-01-16,2023-02-01
2563555,4771793,Vice President and Practice Leader,2023-02-03,2023-05-05
2563555,,Vice President and Practice Leader,2025-04-16,2025-04-18
2563556,,,2013-01-30,2013-09-22
2574895,2674376,,2014-11-22,2014-12-02
2574895,3434373,,2014-12-02,2014-12-10
2574895,6670156,,2018-01-13,2020-06-10
2574895,6670156,Principal Systems Engineer,2020-09-08,2020-09-11
2574895,6670156,Technology Principal,2023-01-08,2023-01-16
2574895,6670156,Principal Systems Engineer,2023-01-16,2023-02-25
2574895,,Principal Systems Engineer,2025-04-16,2025-04-18
2574896,,,2013-09-22,2023-07-28
2574897,,,2013-09-22,2023-07-28
2574898,,,2012-09-13,2013-09-22
2613512,138744,,2012-07-21,2012-10-18
2613512,2169776,,2013-09-22,2014-10-10
2613512,2264435,,2014-10-10,2014-12-10
2613512,,,2016-11-30,2023-07-28
2613513,,,2014-08-13,2023-07-28
2624695,303093,"VP, Operations",2020-09-08,2020-09-11
2624695,303093,"SVP, Operations",2021-06-16,2021-07-19
2624695,15975969,"SVP, Operations",2022-04-15,2022-05-28
2624695,67036,"SVP, Operations",2023-07-14,2023-08-10
2624695,67036,GM Dublin & SVP Operations,2024-05-02,2024-05-29
2624695,,GM Dublin & SVP Operations,2025-04-16,2025-04-18
2631155,696655,,2013-01-30,2013-02-24
2631155,303087,,2013-02-24,2013-08-04
2631155,,,2013-08-04,2013-09-22
2631156,,,2013-02-26,2013-09-22
2631157,696655,,2013-01-30,2013-02-24
2631157,303087,,2013-02-24,2013-09-22
2631157,387093,,2013-09-22,2014-12-10
2631157,4771793,,2015-11-07,2016-07-27
2631157,7033975,,2016-08-09,2017-02-12
2631157,6538527,,2017-02-12,2017-08-05
2631157,8810016,,2017-10-17,2017-10-19
2631157,696655,,2018-06-16,2018-07-14
2631157,9774140,,2018-07-14,2020-02-08
2631157,4065764,,2020-02-12,2020-07-29
2631157,4065764,Corporate Sales Executive,2020-09-08,2020-09-11
2631157,13860746,Corporate Sales Executive,2020-10-17,2021-05-10
2631157,4065764,Corporate Sales Executive,2023-04-06,2023-05-05
2631157,15396236,Corporate Sales Executive,2023-05-05,2023-05-28
2631157,19854378,Corporate Sales Executive,2024-01-22,2024-01-23
2631157,19992740,Enterprise Sales Executive,2024-02-20,2024-02-27
2631157,4065764,Enterprise Sales Executive,2024-08-27,2024-08-28
2631157,29239901,Enterprise Sales Executive,2024-10-08,2024-10-09
2631157,4065764,Enterprise Sales Executive,2024-10-11,2024-10-17
2631157,29239901,Enterprise Sales Executive,2024-10-22,2024-10-23
2631157,29900944,Enterprise Sales Executive,2025-01-08,2025-01-09
2631157,,Enterprise Sales Executive,2025-04-16,2025-04-18
2631158,696655,,2013-01-30,2013-02-24
2631158,303087,,2013-02-24,2013-09-22
2631158,,,2013-09-22,2021-09-16
2674375,585697,,2019-05-01,2019-11-14
2674375,9497795,,2019-11-14,2020-02-12
2674375,12587539,,2020-02-12,2020-06-10
2674375,12587539,Applications Architect,2020-09-08,2020-09-11
2674375,9497795,Applications Architect,2021-10-15,2021-10-29
2674375,3075032,"Sr. Director, Global Business Systems Group",2022-08-25,2022-10-24
2674375,3075032,Operations Principal,2023-01-08,2023-01-16
2674375,3075032,Global Business Systems Director,2023-01-16,2023-06-01
2674375,3075032,"Director, Global Business Systems",2023-06-01,2023-06-05
2674375,2624695,"Director, Global Business Systems",2023-07-23,2023-08-15
2674375,23935668,"Director, Back Office Solutions",2024-09-10,2024-09-26
2674375,,"Director, Back Office Solutions",2025-04-16,2025-04-18
2674376,69005,"Director, IT Infrastructure",2020-09-08,2020-09-11
2674376,69005,"Sr. Director, Global IT Infrastructure",2021-06-03,2021-06-16
2674376,16005643,"Sr. Director, Global IT Infrastructure",2022-10-26,2022-10-29
2674376,69005,"Sr. Director, Global IT Infrastructure",2022-10-29,2022-11-11
2674376,69005,"Senior Director, Technology",2022-12-18,2022-12-22
2674376,69005,"Senior Director, Global IT Infrastructure",2023-01-16,2023-05-05
2688982,,,2012-05-03,2013-09-22
2696035,2747135,,2015-01-28,2015-02-03
2696035,2815698,,2016-07-06,2016-07-27
2696035,7097076,,2017-09-28,2017-10-19
2696035,138744,,2018-01-24,2018-07-22
2696035,,,2018-07-22,2023-07-28
